temperature_c,rainfall_mm,humidity_percent,solar_radiation_w_m2,soil_nutrients_index,soil_moisture_percent,soil_ph,organic_matter_percent,electrical_conductivity_ds_m,soil_type,area_type,crop_yield_ton_per_hectare
36.4,211.0,40.69,255.19,55.39,34.36,6.15,2.64,1.59,silt,arid,2.28
23.54,1769.29,58.75,181.91,60.05,44.9,6.29,3.26,0.54,clay,coastal,2.09
33.87,346.38,37.59,359.86,41.22,32.92,6.79,2.4,1.71,silt,arid,1.32
17.91,746.09,80.26,207.57,49.26,22.28,7.34,3.86,1.34,chalk,hilly,1.41
28.22,2720.47,63.93,244.18,46.42,12.45,6.88,2.02,1.38,clay,coastal,1.44
38.35,347.98,29.19,347.13,46.74,15.2,6.77,2.48,1.2,chalk,arid,0.84
30.26,2128.31,74.92,219.49,74.68,28.64,7.35,4.99,1.73,peat,tropical,2.83
34.22,284.71,34.25,269.95,73.5,36.25,6.21,2.9,1.56,sandy,arid,1.05
26.25,1709.85,68.77,125.5,76.06,32.09,5.04,4.8,0.39,silt,coastal,2.11
28.57,2241.12,94.18,267.92,71.03,45.05,7.95,5.87,1.53,clay,tropical,2.93
26.44,1709.58,72.78,192.99,89.0,36.87,5.93,3.13,2.12,chalk,riverine,3.36
35.21,137.72,48.9,263.15,78.86,17.12,6.81,4.39,1.99,chalk,arid,1.68
35.52,307.66,37.99,307.94,57.88,31.72,6.48,3.73,1.68,chalk,arid,1.2
23.02,2114.36,91.96,192.19,71.89,38.26,6.74,3.66,2.11,loam,coastal,2.49
30.33,2855.72,81.7,283.93,58.99,49.5,6.63,5.48,2.27,chalk,tropical,2.95
28.75,2594.1,80.22,281.23,38.58,17.23,7.41,3.45,0.87,sandy,tropical,1.39
40.19,395.67,37.01,280.67,72.41,17.31,7.01,3.55,0.69,silt,arid,1.33
27.64,1916.42,74.98,172.02,101.98,30.53,6.56,2.91,1.68,peat,riverine,2.38
17.41,1340.57,79.11,202.96,53.59,44.44,7.05,4.24,0.57,sandy,hilly,1.31
27.12,2693.65,76.1,220.25,49.66,48.31,5.66,2.92,0.87,peat,coastal,2.48
25.6,2625.68,71.94,194.68,104.06,40.3,6.68,4.33,2.06,clay,coastal,3.28
24.52,704.4,62.77,287.01,67.77,39.5,7.1,2.41,1.23,silt,inland,1.46
28.5,1410.04,73.69,234.32,81.53,36.38,5.49,4.45,0.72,clay,tropical,2.11
28.69,2078.96,87.44,185.4,80.56,46.22,7.15,5.28,0.42,loam,tropical,2.84
24.34,1232.44,60.16,247.83,43.95,46.76,6.02,3.68,1.5,clay,inland,1.68
42.7,185.98,36.68,303.04,85.88,62.12,7.32,5.67,2.55,loam,arid,2.2
33.54,177.54,37.89,316.58,77.24,37.49,4.68,4.02,1.16,loam,arid,2.74
35.39,1821.84,67.66,301.84,42.94,35.05,6.04,5.03,1.19,clay,coastal,2.02
31.31,353.3,33.45,339.87,34.88,35.98,6.27,4.99,1.16,clay,arid,1.55
18.17,1728.17,61.8,123.57,46.83,29.35,4.82,2.74,1.27,chalk,hilly,2.04
20.5,1277.25,58.73,186.0,41.08,39.21,6.29,5.45,2.54,silt,hilly,1.48
24.99,1574.11,84.83,169.24,103.67,41.9,6.07,4.18,1.35,clay,hilly,3.22
28.17,800.37,34.0,141.44,34.38,27.94,5.8,3.6,1.17,clay,inland,1.31
28.95,2033.06,74.59,128.95,96.83,27.25,7.63,4.38,0.84,clay,riverine,2.45
23.67,1578.42,75.83,224.31,59.64,33.62,6.21,5.11,1.5,peat,hilly,1.46
27.85,1305.75,64.99,299.91,61.96,32.72,7.83,1.21,0.78,clay,inland,1.64
27.01,1956.12,86.32,223.1,43.67,39.18,5.61,1.88,1.77,sandy,coastal,2.39
33.07,2005.32,76.68,195.81,55.98,21.31,8.5,3.47,1.35,loam,coastal,2.31
30.6,1743.54,83.59,207.81,72.92,11.4,8.32,3.29,1.26,silt,riverine,1.72
15.98,1436.17,67.96,232.16,62.08,36.62,7.03,4.21,1.25,loam,hilly,2.15
22.25,573.79,59.37,265.59,50.79,36.02,4.76,1.43,2.03,clay,inland,2.14
25.41,1295.49,87.78,198.35,60.17,42.42,5.51,4.87,1.29,silt,hilly,1.55
28.55,1767.85,78.96,224.31,79.32,37.51,7.09,4.01,0.6,sandy,riverine,2.73
29.43,1525.0,72.83,225.55,30.66,45.71,7.43,2.25,1.17,peat,riverine,1.74
29.88,378.52,45.97,237.4,66.22,5.0,4.5,2.66,1.43,peat,arid,0.98
33.85,1132.23,46.26,273.56,79.14,20.42,5.26,2.43,0.1,sandy,inland,1.73
21.35,1085.97,62.31,229.23,72.63,56.93,7.62,3.47,1.1,sandy,inland,2.15
24.4,1126.51,63.35,302.88,79.06,31.34,8.24,4.58,1.26,chalk,inland,2.24
28.29,336.51,31.29,223.73,53.79,31.79,6.26,2.95,2.06,chalk,inland,1.1
31.05,96.08,45.31,338.87,55.2,39.5,5.71,2.92,1.85,silt,arid,1.58
24.99,820.96,74.94,180.51,72.68,41.31,8.49,4.46,1.29,silt,hilly,1.35
31.4,2054.65,63.74,258.23,78.79,36.48,6.54,0.71,0.92,clay,coastal,2.2
24.82,1408.03,74.84,224.07,46.7,30.04,6.47,2.78,1.86,clay,riverine,1.54
30.92,2235.65,89.88,183.34,27.99,38.16,5.97,5.72,0.96,clay,tropical,0.96
34.2,1333.42,62.4,278.89,43.85,46.78,6.62,2.92,2.14,chalk,tropical,1.75
28.04,1379.18,77.78,217.59,63.38,50.67,6.34,5.52,2.63,sandy,inland,1.9
31.47,993.54,45.91,202.65,63.52,20.31,6.02,4.23,0.46,peat,inland,1.37
30.75,1767.45,90.35,241.33,56.17,27.15,5.83,4.15,0.1,clay,coastal,2.27
25.78,2118.52,87.94,252.78,46.59,28.12,5.47,3.4,1.04,clay,tropical,2.37
21.49,1058.49,44.12,288.22,86.7,29.03,7.39,2.3,0.1,sandy,inland,2.76
30.45,2809.59,80.53,142.61,50.62,17.81,6.07,3.63,1.23,loam,riverine,2.67
26.28,1782.86,86.12,174.38,65.76,42.55,6.34,4.33,0.8,peat,riverine,2.47
27.47,351.9,32.77,289.44,85.92,32.35,7.66,4.04,0.96,chalk,arid,2.13
26.61,3060.27,85.87,227.93,89.09,14.05,5.64,2.49,1.48,silt,tropical,3.13
38.01,147.84,34.15,261.8,56.16,36.51,6.18,4.66,1.44,silt,arid,1.48
35.32,1223.84,68.65,191.16,98.08,30.7,6.65,1.96,1.0,clay,coastal,2.88
29.34,2091.92,91.25,246.25,44.62,24.73,7.22,2.58,2.02,loam,coastal,2.53
27.38,1924.01,67.7,248.31,33.65,27.11,7.96,1.54,1.78,silt,tropical,1.6
23.5,1917.51,85.58,203.78,81.31,40.76,7.32,2.21,1.16,silt,riverine,2.76
21.57,1593.95,71.09,172.78,67.79,40.48,6.73,2.22,1.23,silt,hilly,2.41
25.18,2292.53,71.46,192.45,26.94,48.53,7.76,3.58,1.06,chalk,tropical,1.61
31.66,29.27,43.01,338.07,83.5,16.68,6.85,3.72,0.59,loam,arid,1.95
25.76,1716.13,72.16,230.59,82.69,27.45,6.19,2.04,0.75,chalk,hilly,2.47
34.84,375.73,48.37,293.24,91.64,22.26,7.86,2.91,2.84,silt,arid,1.75
31.74,314.58,25.12,308.96,72.93,44.48,5.67,4.25,1.72,chalk,arid,2.01
35.36,285.78,49.29,348.01,41.3,20.5,8.24,4.41,1.01,loam,arid,0.57
35.34,822.41,38.45,269.38,54.19,41.63,6.13,2.29,0.65,sandy,inland,1.75
22.16,1679.91,83.14,193.0,63.56,39.66,4.66,4.99,0.25,loam,hilly,2.87
23.76,679.81,48.69,189.52,42.21,32.49,7.28,2.92,1.33,peat,inland,1.67
21.99,1394.95,62.84,284.65,45.55,57.17,6.77,5.58,0.63,loam,inland,2.25
34.01,163.17,23.95,317.28,38.61,48.28,6.17,2.61,1.04,clay,arid,1.22
29.86,1854.34,83.36,222.51,37.33,63.05,5.95,4.9,1.06,chalk,coastal,2.66
27.32,1447.51,74.85,193.95,62.67,15.67,6.7,3.01,1.39,sandy,riverine,1.96
30.84,1641.83,89.12,230.57,100.48,43.14,6.72,3.96,1.58,loam,tropical,2.29
27.28,1914.18,96.08,185.04,34.16,34.39,5.87,3.41,1.66,silt,coastal,2.01
33.25,469.85,59.35,287.0,53.14,41.33,4.5,5.31,1.28,clay,arid,1.82
29.15,1427.34,81.58,199.48,59.08,48.28,5.06,4.46,0.83,loam,tropical,2.07
27.25,1835.24,76.65,207.16,64.75,47.28,7.43,2.38,2.12,clay,riverine,3.28
25.94,2058.43,80.43,244.94,63.38,31.0,5.79,4.52,0.29,peat,tropical,3.1
27.27,1764.39,79.47,267.25,95.88,69.79,6.44,1.86,1.2,peat,riverine,2.62
35.66,70.3,27.95,334.82,59.74,21.78,7.07,1.53,1.18,clay,arid,1.14
24.86,840.63,83.18,230.62,59.07,44.13,6.66,4.04,0.77,loam,inland,1.94
26.79,2030.01,67.5,308.04,81.14,34.3,7.72,4.76,0.62,peat,tropical,2.22
32.42,2459.3,67.48,209.23,66.24,50.77,6.34,5.43,0.1,silt,riverine,2.61
30.27,1469.14,78.85,247.97,41.74,54.48,6.76,1.96,1.75,peat,tropical,1.91
32.03,2499.59,78.78,271.17,46.01,25.27,8.05,4.4,1.8,clay,tropical,2.13
28.35,1878.19,81.62,235.36,49.08,29.54,7.29,4.97,0.49,sandy,tropical,2.52
19.3,1492.74,63.17,155.29,104.19,34.3,7.22,3.18,1.26,loam,hilly,2.74
24.12,1328.24,42.91,163.17,82.96,24.48,5.72,4.09,1.23,sandy,inland,2.51
17.22,1212.28,82.28,251.57,25.36,16.02,7.41,3.76,0.44,silt,hilly,1.7
16.26,1497.4,53.31,185.06,45.0,5.99,6.79,3.03,2.9,clay,hilly,1.9
30.36,1758.44,84.97,229.85,70.07,45.99,7.07,2.14,1.04,sandy,riverine,2.15
29.68,0.0,47.03,291.23,47.14,5.0,7.43,1.72,1.03,chalk,arid,0.78
27.17,1070.72,75.13,300.16,68.8,38.92,6.54,3.74,0.47,peat,inland,2.58
29.15,2138.16,77.49,187.94,58.14,38.71,7.69,2.52,1.4,chalk,coastal,2.41
35.69,802.2,70.44,270.18,49.18,18.76,7.1,3.45,1.72,loam,inland,1.35
28.7,2225.31,81.83,211.62,83.38,31.36,6.6,3.14,1.93,peat,coastal,2.89
25.6,1599.22,72.82,233.67,78.29,46.75,5.5,2.69,1.49,silt,riverine,2.31
25.69,1861.36,76.25,200.52,31.07,44.73,4.8,4.7,1.08,loam,riverine,1.75
30.15,2055.4,72.16,206.59,46.57,30.27,6.48,3.88,2.14,clay,tropical,2.72
25.92,2155.84,75.15,259.21,94.05,21.07,7.31,5.66,0.39,loam,riverine,2.53
23.91,1810.69,74.72,204.58,79.26,49.82,6.67,5.05,1.05,chalk,coastal,2.43
24.06,1370.57,57.32,229.85,53.37,29.82,7.26,4.08,1.04,clay,coastal,2.0
21.98,1730.07,77.82,218.03,63.11,23.85,7.7,4.15,0.7,chalk,riverine,2.72
31.05,2109.84,74.59,243.1,78.02,29.54,7.68,4.31,1.56,loam,coastal,1.78
34.73,2250.08,91.65,268.3,45.8,35.92,4.88,1.24,1.43,chalk,tropical,1.85
30.87,2567.04,71.43,239.51,55.83,25.65,6.89,2.66,1.34,sandy,tropical,1.93
26.66,1153.19,58.73,173.53,29.35,23.61,6.34,3.45,0.67,sandy,hilly,1.63
31.49,2545.58,94.26,250.6,53.76,36.42,5.43,3.41,0.59,sandy,coastal,2.04
25.16,1373.21,70.87,263.76,55.9,22.86,7.37,3.82,1.49,peat,inland,1.95
31.0,282.3,34.02,295.84,72.79,37.96,6.53,5.49,0.56,clay,arid,2.28
13.81,1142.55,62.74,203.05,64.35,55.42,5.74,4.84,1.02,silt,hilly,2.53
27.3,2235.79,78.61,243.19,74.33,16.23,7.04,1.91,1.42,clay,coastal,2.74
17.54,1705.37,77.69,232.4,30.47,34.37,6.8,2.75,0.62,clay,hilly,1.73
27.59,2014.17,80.05,220.3,42.69,20.33,4.79,2.37,0.32,sandy,riverine,1.75
26.34,1954.64,64.61,218.96,47.8,45.48,4.5,4.49,1.46,peat,riverine,2.72
25.93,1882.32,92.77,226.06,58.23,32.84,7.75,2.55,1.26,loam,riverine,2.05
23.76,1954.98,68.22,235.37,70.94,37.69,4.64,4.67,2.7,silt,coastal,2.59
27.51,1456.0,77.0,209.78,47.46,42.78,6.46,4.31,0.33,clay,coastal,2.48
21.77,1434.61,66.56,195.23,57.69,39.24,5.84,3.01,2.26,clay,hilly,2.1
26.75,1154.3,85.26,207.01,105.01,27.6,4.5,4.19,2.21,peat,coastal,1.96
27.12,1287.64,88.71,257.75,57.46,32.96,6.75,3.21,1.21,sandy,coastal,1.41
36.76,283.79,34.32,361.66,32.74,14.56,5.44,2.31,0.77,clay,arid,1.01
20.96,1110.95,54.93,328.63,52.13,48.35,6.06,2.67,2.0,sandy,inland,1.43
25.21,2314.84,84.09,215.56,66.54,22.17,6.95,5.11,1.31,sandy,tropical,2.88
31.21,217.1,25.35,296.54,21.41,31.31,7.11,3.83,1.21,silt,arid,1.24
32.85,1829.96,78.78,185.0,63.62,39.73,5.2,2.56,1.76,sandy,tropical,2.16
34.46,2066.81,89.8,202.12,56.74,41.78,6.59,4.09,2.12,clay,tropical,2.13
21.63,723.79,65.02,279.81,72.32,41.18,7.1,1.36,0.73,sandy,inland,1.48
31.62,102.64,42.36,345.48,65.36,48.69,6.87,4.29,1.69,clay,arid,1.52
29.56,1896.44,69.26,205.35,68.02,32.17,4.5,4.21,0.48,chalk,coastal,2.12
22.16,742.23,44.91,302.73,75.95,5.0,6.87,4.7,1.35,chalk,inland,1.96
26.55,1956.6,77.27,210.68,51.46,34.43,5.34,5.94,0.66,clay,coastal,1.69
20.49,1307.7,65.34,244.76,46.89,34.66,6.79,3.91,0.87,peat,coastal,2.15
30.5,1720.27,73.1,209.04,33.21,31.62,7.6,4.35,1.45,loam,riverine,1.88
29.67,1524.93,80.04,173.54,59.56,41.28,6.58,4.34,1.78,loam,coastal,1.9
28.95,1581.0,77.07,193.2,48.62,26.93,6.3,3.51,0.93,silt,coastal,1.48
30.34,0.0,41.27,309.43,62.63,49.02,8.1,3.18,1.62,chalk,arid,1.91
29.35,2237.9,85.04,201.91,61.15,47.39,7.05,6.08,3.43,clay,tropical,2.48
32.0,2203.6,89.13,243.84,29.36,9.22,5.96,1.01,1.37,loam,tropical,1.84
37.11,216.99,37.41,238.82,73.87,50.25,6.41,3.48,1.64,chalk,arid,2.56
31.85,2356.72,80.29,200.85,73.58,44.2,6.23,3.21,1.03,chalk,tropical,2.78
25.46,1100.63,76.65,247.72,78.79,30.18,5.85,3.01,0.97,peat,riverine,1.87
21.96,1058.08,52.47,328.33,29.34,40.02,6.46,2.92,1.27,silt,inland,1.42
32.41,2380.06,80.87,195.58,69.87,21.42,5.88,4.36,0.77,silt,coastal,2.5
30.48,2178.37,66.95,172.64,58.14,27.08,6.09,4.43,1.53,peat,coastal,2.96
22.39,1799.25,85.56,243.24,55.7,37.18,6.15,2.68,0.49,peat,riverine,1.28
26.22,1549.33,81.46,162.78,39.1,23.86,7.03,4.45,0.63,loam,coastal,2.29
20.37,1208.99,77.02,227.86,101.8,32.79,6.77,5.31,1.93,chalk,hilly,2.5
21.15,478.75,78.57,249.12,90.3,31.23,6.62,2.28,1.39,sandy,inland,2.28
23.8,1236.14,65.06,219.82,43.79,25.14,5.61,4.14,1.4,chalk,hilly,1.11
40.11,294.08,31.51,301.43,81.63,24.67,5.42,3.67,0.1,sandy,arid,2.12
20.49,1738.73,71.03,185.56,80.49,20.83,5.05,2.66,2.11,loam,hilly,1.73
36.67,1555.52,89.42,203.43,42.81,24.87,7.79,4.15,1.81,silt,tropical,1.99
29.17,2267.66,74.84,278.89,51.8,34.88,6.46,3.42,0.2,clay,tropical,2.42
23.07,1258.36,55.19,254.59,72.68,38.17,6.38,5.08,2.5,loam,inland,2.08
19.68,1571.65,64.61,216.85,49.15,44.55,6.8,3.64,0.65,clay,hilly,1.61
21.05,1469.2,78.4,173.36,49.03,32.31,6.35,5.06,1.67,peat,hilly,1.34
30.92,1373.18,81.35,188.33,77.03,33.72,5.25,3.15,1.76,chalk,coastal,2.09
22.73,954.23,50.11,221.86,62.14,38.2,6.75,4.47,1.64,silt,inland,1.79
27.95,1489.46,65.93,165.5,36.49,43.96,8.09,4.09,0.9,peat,coastal,1.85
23.67,1208.51,62.97,255.49,48.69,11.49,6.54,3.04,1.1,silt,inland,1.48
24.07,1000.71,71.57,330.51,51.92,43.84,6.87,4.31,1.84,clay,inland,1.52
19.82,2052.62,97.22,207.28,49.06,42.11,7.02,3.68,0.66,clay,hilly,2.4
23.77,1822.56,60.77,214.43,63.92,47.96,5.67,3.66,1.09,clay,riverine,2.86
25.22,2061.28,71.4,233.22,56.58,37.51,7.07,4.51,2.51,peat,coastal,2.26
33.96,169.14,48.04,282.51,51.17,63.43,5.5,2.84,0.79,silt,arid,1.8
27.28,2040.44,84.07,184.25,66.33,30.6,5.93,5.67,1.33,loam,coastal,2.37
35.26,412.22,28.81,256.71,65.77,24.73,7.45,3.86,0.84,peat,arid,1.12
29.63,2112.77,85.23,233.23,66.9,55.73,6.46,3.96,1.13,sandy,tropical,2.88
29.39,1124.9,61.57,222.68,85.53,36.43,6.96,3.35,0.82,sandy,inland,1.95
25.85,771.66,70.51,225.52,53.92,25.99,7.52,3.11,0.1,loam,coastal,1.73
24.55,1073.81,67.34,279.23,72.79,42.26,6.09,2.69,1.59,peat,inland,2.24
29.34,1924.42,79.43,198.61,44.41,53.35,7.3,4.85,1.46,clay,riverine,2.36
22.55,1355.67,85.91,248.22,60.95,50.48,6.12,3.33,1.16,sandy,coastal,2.03
26.85,1877.25,71.45,271.45,31.28,45.87,7.24,5.12,0.76,loam,tropical,1.87
27.08,1501.99,69.23,165.24,40.4,34.06,6.78,2.73,1.24,peat,coastal,2.63
28.96,1290.17,84.95,218.13,53.03,32.73,5.39,2.97,0.64,clay,tropical,1.93
22.01,899.49,65.97,312.3,26.26,59.59,6.62,3.61,2.17,loam,inland,1.86
21.38,1447.54,68.17,194.42,44.64,50.11,5.19,3.46,1.56,silt,hilly,2.32
27.37,1677.22,68.85,223.71,64.88,30.97,6.32,4.25,2.01,sandy,riverine,2.53
30.94,415.08,28.32,284.83,74.06,38.02,6.8,4.92,2.39,loam,arid,2.38
22.98,1448.18,63.92,140.83,61.76,40.74,7.08,5.22,0.66,peat,inland,2.09
19.76,1491.4,90.46,198.91,54.81,30.67,5.25,4.91,1.07,loam,riverine,2.33
23.39,1516.61,84.86,183.96,73.22,39.37,6.83,1.32,1.02,chalk,riverine,1.84
16.44,1029.12,85.94,172.52,54.45,34.87,6.77,2.79,0.87,sandy,hilly,2.04
30.84,1028.65,64.91,274.59,54.29,34.15,8.5,4.52,1.78,chalk,inland,2.11
31.71,953.69,44.25,197.26,67.05,45.02,6.1,2.48,1.12,silt,inland,2.53
31.52,1963.83,77.74,168.6,37.09,42.11,5.65,4.11,1.16,loam,coastal,2.59
30.5,2185.05,94.18,233.28,32.09,44.24,8.5,3.53,0.65,peat,tropical,2.99
31.96,1429.12,75.05,214.22,92.68,53.77,6.76,4.03,0.55,clay,tropical,2.35
26.41,1907.39,100.0,180.29,68.75,38.56,5.55,6.72,0.43,chalk,coastal,2.02
28.85,1740.04,78.47,122.17,49.71,58.56,6.09,2.19,1.31,silt,coastal,1.9
25.83,1075.97,54.98,244.43,52.77,43.4,7.08,4.43,2.0,clay,inland,2.38
33.83,1941.07,79.42,261.84,58.6,55.03,5.39,4.6,1.29,peat,tropical,2.34
29.68,169.88,64.1,257.83,79.58,64.3,7.27,2.72,1.16,chalk,inland,2.06
13.59,1573.29,72.6,175.17,105.84,31.99,6.41,3.62,1.39,clay,hilly,2.85
19.39,1823.88,71.83,229.54,28.49,45.83,6.39,3.99,0.86,sandy,hilly,1.89
22.34,1907.81,64.93,162.56,98.33,41.03,6.71,3.24,2.1,sandy,coastal,2.42
31.12,1976.0,79.78,197.0,34.23,43.07,6.7,5.79,1.45,chalk,tropical,2.34
20.15,1566.21,49.84,211.34,64.88,27.9,5.59,3.56,0.69,silt,hilly,1.57
28.32,2961.53,86.68,206.41,98.09,45.87,7.66,5.29,0.98,sandy,tropical,2.88
23.42,1090.86,87.32,296.17,56.45,24.31,6.8,3.16,1.67,sandy,tropical,1.7
31.29,187.78,26.41,223.43,32.91,32.31,6.77,3.48,1.2,loam,arid,0.5
27.91,1212.02,88.01,203.44,30.43,42.71,6.6,3.02,0.54,sandy,hilly,1.42
23.35,2044.43,49.91,209.87,53.79,50.27,7.28,3.84,1.92,clay,hilly,2.48
22.55,419.2,58.5,302.57,64.75,44.54,6.35,4.3,0.78,clay,inland,0.98
28.15,1030.13,55.73,239.04,74.24,55.68,5.96,4.31,1.65,clay,inland,1.82
28.19,1709.38,75.36,172.76,62.5,30.15,6.47,3.63,1.34,loam,riverine,2.43
29.45,2548.42,73.32,226.3,68.16,39.89,6.31,2.92,1.95,silt,tropical,2.78
23.01,1313.96,76.59,211.94,55.01,12.7,6.42,4.56,1.48,chalk,coastal,2.14
29.61,836.8,60.17,244.12,58.78,33.69,5.4,1.26,0.94,peat,inland,1.5
28.59,564.82,64.44,196.66,40.48,31.46,5.46,5.6,0.84,silt,inland,1.65
24.72,805.56,78.81,248.78,49.77,28.14,5.85,3.23,0.62,peat,riverine,1.72
29.6,1807.19,74.48,197.46,42.72,38.77,6.2,3.72,1.52,sandy,riverine,2.46
31.3,1742.6,86.53,186.82,17.67,22.33,6.31,5.36,1.09,peat,tropical,1.26
26.62,1214.63,72.73,236.1,67.47,37.04,8.5,1.72,0.86,loam,riverine,2.44
21.32,1562.46,61.2,206.9,49.33,5.0,7.07,3.14,0.76,silt,hilly,1.8
24.67,1028.35,33.38,267.51,85.54,27.6,6.27,4.52,1.71,loam,inland,1.68
26.86,1553.32,89.85,257.5,59.93,46.53,6.67,4.68,2.65,loam,coastal,1.88
30.72,2275.38,73.44,219.46,66.46,38.09,8.5,4.81,1.98,sandy,tropical,2.85
24.86,1917.06,78.21,210.68,48.99,51.84,8.5,1.64,1.26,silt,hilly,2.78
38.81,224.26,43.21,332.45,55.05,43.72,5.96,5.37,1.52,sandy,arid,1.79
25.01,984.85,81.86,213.67,59.44,33.31,6.99,2.24,1.29,sandy,coastal,1.82
31.03,1550.99,71.71,212.64,61.94,8.63,4.5,3.27,1.03,sandy,riverine,1.76
20.8,1610.93,53.76,180.4,51.01,29.09,6.07,0.5,1.66,sandy,hilly,1.83
30.54,2549.55,82.64,221.15,36.01,37.46,6.57,3.26,1.39,clay,tropical,1.53
28.92,168.05,38.41,269.03,67.41,41.66,6.08,2.71,0.71,silt,arid,2.62
27.57,2257.08,91.94,164.5,71.19,29.11,5.05,0.5,2.61,peat,riverine,2.0
27.91,1220.5,82.66,227.34,46.2,20.92,6.78,4.13,0.71,chalk,riverine,0.95
30.52,1760.44,86.72,252.09,53.43,28.05,8.24,3.4,1.76,chalk,coastal,2.28
19.34,1003.63,61.35,235.16,44.61,23.74,5.73,4.21,0.94,clay,inland,1.04
26.15,661.15,57.91,297.56,50.78,40.77,6.12,3.45,1.4,sandy,inland,1.36
24.66,1630.17,73.19,210.58,69.89,23.24,4.5,3.78,2.01,peat,coastal,1.9
32.64,842.35,71.52,344.95,61.13,41.52,7.34,3.43,1.66,chalk,inland,1.67
25.95,2123.64,87.4,257.68,59.91,40.59,6.85,3.59,2.29,clay,tropical,2.19
27.68,1262.31,64.5,179.48,64.23,31.82,8.25,4.57,1.21,silt,coastal,1.89
23.91,1578.59,71.21,187.19,33.41,38.19,7.47,0.81,1.32,loam,coastal,1.46
25.83,1383.54,80.78,228.43,84.92,41.49,5.69,3.92,1.49,clay,riverine,3.08
26.54,1119.02,70.22,240.21,59.07,51.99,8.09,4.22,1.84,sandy,inland,1.85
26.11,1218.54,69.89,169.57,57.94,42.29,7.03,0.79,1.12,silt,riverine,2.02
31.79,1668.38,79.55,203.53,35.4,49.44,7.5,2.18,0.96,peat,coastal,1.56
29.75,491.45,35.0,305.86,44.72,24.1,6.49,3.08,0.76,chalk,arid,1.19
29.79,1835.01,63.33,232.55,55.47,19.64,5.13,3.92,0.1,peat,coastal,1.64
21.04,224.38,56.11,229.96,49.95,32.43,7.38,3.29,1.3,sandy,inland,1.99
17.2,1525.38,47.24,254.01,51.3,34.06,6.42,3.88,0.93,clay,inland,1.77
29.69,1007.48,46.48,235.56,52.78,49.73,5.58,4.31,1.14,loam,inland,2.2
29.22,872.42,45.57,236.75,70.62,38.94,7.48,3.73,1.72,chalk,inland,1.93
24.38,1689.44,80.81,237.45,69.86,37.47,7.31,3.21,0.85,loam,tropical,2.37
19.95,682.41,54.73,249.58,54.59,39.82,6.32,3.67,0.49,peat,inland,2.14
33.33,223.55,50.78,336.51,52.25,15.61,6.85,5.44,1.04,silt,arid,1.2
27.58,1718.37,76.72,294.66,86.16,25.95,5.8,4.17,2.29,loam,coastal,2.42
17.53,1738.01,59.72,176.16,45.31,8.24,7.49,3.25,0.7,loam,hilly,1.84
14.31,1553.53,82.44,189.58,39.9,26.86,7.87,6.41,1.93,chalk,hilly,2.57
29.49,1944.84,80.11,268.12,69.21,22.25,6.43,3.92,1.71,peat,tropical,2.38
22.99,1685.6,56.06,172.05,63.18,30.31,7.02,2.25,1.08,silt,hilly,2.5
22.99,1122.11,55.54,309.38,61.28,27.57,5.55,6.65,1.98,silt,inland,1.61
14.76,1701.79,79.01,225.85,47.7,37.3,5.33,3.62,2.22,loam,hilly,2.34
31.18,149.1,28.34,237.2,46.91,32.66,5.68,3.8,0.26,sandy,arid,1.12
25.94,1299.01,68.4,213.44,89.93,36.02,6.1,3.45,0.1,chalk,riverine,2.01
23.66,989.32,62.21,244.52,83.62,47.95,8.11,2.65,1.09,silt,inland,2.11
20.27,1395.58,73.3,217.25,75.66,44.75,6.34,2.9,0.32,sandy,hilly,2.47
37.67,817.53,40.5,321.01,60.31,24.9,6.17,1.0,0.28,loam,inland,1.2
34.33,2147.73,81.93,230.58,64.43,25.85,5.19,1.87,1.68,peat,tropical,2.33
30.55,153.86,53.76,302.52,77.08,20.1,6.36,1.27,1.53,loam,arid,1.1
26.84,1262.95,52.86,197.17,46.49,41.36,6.11,3.22,1.34,silt,coastal,2.06
25.24,1485.83,59.17,168.91,36.12,17.42,7.73,2.38,0.75,sandy,riverine,1.37
26.01,1287.06,32.54,232.36,108.35,36.63,4.94,5.01,1.05,loam,inland,2.86
33.72,209.63,41.44,263.26,44.61,25.66,7.41,4.79,1.33,sandy,arid,0.78
33.59,1884.78,84.77,257.71,48.65,32.41,5.28,3.48,0.85,peat,tropical,1.74
29.34,1191.42,79.71,241.83,62.91,45.02,7.53,3.96,0.9,peat,tropical,2.01
37.84,12.5,19.56,366.22,35.41,32.88,7.15,3.68,1.07,sandy,arid,1.09
10.75,1237.71,79.49,190.51,53.78,40.97,4.63,5.64,1.08,silt,hilly,2.03
34.38,78.1,18.53,322.99,87.63,42.97,6.99,4.37,1.21,silt,arid,1.94
14.01,1649.48,68.29,207.04,84.23,32.62,6.9,4.23,0.1,clay,hilly,2.66
17.64,1472.19,73.0,228.19,67.55,32.64,7.17,2.54,1.11,peat,hilly,2.28
27.3,250.44,38.63,257.03,51.51,29.39,6.7,6.08,1.64,loam,arid,1.33
29.04,2767.75,71.47,241.05,69.96,42.86,5.44,4.52,0.55,sandy,tropical,3.33
26.34,1312.95,72.1,261.61,13.44,5.0,6.92,3.16,0.68,clay,coastal,1.38
25.86,2198.55,71.39,255.86,62.37,47.96,8.32,0.5,1.7,loam,coastal,2.79
34.1,246.13,55.86,279.89,21.09,24.66,6.8,3.33,0.97,silt,arid,0.5
